rating_id,user_id,movie_id,rating
298,157,176,4
299,221,117,4
300,301,321,2
301,278,500,3
302,300,78,5
303,180,2,2
304,200,694,1
305,12,197,3
306,0,188,3
307,144,236,5
308,22,384,4
309,200,766,4
310,295,704,5
311,41,545,3
312,32,871,3
313,300,553,3
314,15,63,5
315,94,134,3
316,153,356,4
317,76,483,5
318,295,507,5
319,301,302,2
320,243,672,3
321,221,76,4
322,12,214,5
323,15,704,5
324,269,451,4
325,144,14,2
326,186,63,5
327,199,303,5
328,169,748,5
329,100,828,3
330,183,217,3
331,127,203,4
332,180,1294,1
333,183,152,3
334,0,32,4
335,0,159,4
336,183,320,5
337,53,594,3
338,93,342,4
339,127,507,4
340,22,322,2
341,300,226,3
342,300,190,3
343,111,902,1
344,81,182,3
345,221,723,3
346,217,429,3
347,307,1196,4
348,302,133,5
349,132,750,3
350,214,211,2
351,68,255,5
352,253,661,4
353,275,1,4
354,103,983,1
355,62,1066,3
356,266,409,4
357,12,55,5
358,239,878,3
359,285,236,2
360,293,270,5
361,89,1085,4
362,17,25,4
363,91,228,3
364,307,648,4
365,143,88,3
366,190,301,4
367,58,950,3
368,199,95,5
369,15,196,5
370,60,677,3
371,270,198,4
372,270,708,3
373,141,168,5
374,274,596,3
375,221,150,3
376,86,39,3
377,206,257,4
378,271,1392,2
379,176,332,4
380,206,1114,2
381,298,576,3
382,270,377,4
383,304,424,4
384,48,958,2
385,93,1223,3
386,129,1016,3
387,9,174,3
388,202,320,3
389,190,285,4
390,42,322,3
391,20,557,5
392,196,95,5
393,12,343,2
394,193,65,3
395,233,205,4
396,307,401,4
397,307,639,4
398,268,521,5
399,93,264,4
400,267,61,3
401,271,11,5
402,120,290,3
403,295,19,5
404,133,285,3
405,179,461,5
406,233,611,3
407,103,116,2
408,37,757,1
409,268,844,1
410,6,162,4
411,233,1450,3
412,274,404,2
413,51,249,3
414,101,822,3
415,12,185,4
416,177,730,4
417,235,70,3
418,255,780,5
419,262,175,5
420,243,185,3
421,278,1180,4
422,42,814,4
423,82,77,2
424,150,196,5
425,253,435,2
426,108,630,3
427,296,715,3
428,248,187,4
429,143,698,4
430,300,603,4
431,63,391,3
432,91,500,2
433,221,96,4
434,267,435,3
435,292,134,5
436,212,172,5
437,159,459,2
438,12,497,4
439,58,714,5
440,4,16,4
441,124,162,5
442,173,314,5
443,113,504,3
444,212,514,4
445,22,195,2
446,127,14,4
447,238,55,4
448,180,278,1
449,290,79,4
450,249,237,4
451,200,648,3
452,59,59,5
453,180,324,2
454,118,406,3
455,286,0,5
456,215,227,3
457,215,530,4
458,202,470,4
459,91,586,3
460,12,891,3
461,212,175,4
462,285,287,5
463,116,1046,2
464,98,110,1
465,10,557,3
466,64,46,2
467,294,193,4
468,268,216,2
469,84,258,2
470,249,595,5
471,136,143,5
472,200,959,2
473,256,136,4
474,110,327,4
475,90,479,4
476,214,210,4
477,180,937,1
478,188,1059,5
479,0,19,4
480,302,403,4
481,298,304,3
482,186,209,4
483,221,277,2
484,213,567,4
485,292,769,3
486,284,190,4
487,302,251,3
488,95,155,4
489,71,1109,3
490,114,1066,4
491,6,429,3
492,115,349,3
493,72,479,4
494,268,245,5
495,262,418,5
496,69,430,3
497,220,474,4
498,71,181,5
499,24,356,4
500,289,49,5
501,188,525,4
502,298,302,3
503,263,293,3
504,199,364,5
505,186,134,4
506,183,186,4
507,62,288,2
508,12,228,4
509,297,485,3
510,234,184,4
511,61,711,4
512,245,93,2
513,53,741,5
514,62,761,3
515,10,731,3
516,91,167,4
517,7,549,3
518,306,173,4
519,302,199,4
520,255,848,2
521,71,53,3
522,163,405,2
523,116,149,4
524,223,76,4
525,192,868,3
526,93,183,2
527,280,337,2
528,129,108,3
529,127,370,1
530,93,719,1
531,181,844,3
532,128,872,1
533,253,228,4
534,63,380,4
535,150,175,2
536,44,24,4
537,192,878,3
538,275,921,4
539,275,56,3
540,233,186,4
541,180,305,1
542,20,369,1
543,292,248,3
544,263,720,5
545,9,610,5
546,196,345,3
547,275,141,3
548,307,426,4
549,220,942,4
550,130,125,4
551,267,823,2
552,108,7,3
553,197,57,3
554,229,679,4
555,180,740,1
556,191,1060,4
557,233,447,3
558,89,899,4
559,192,940,4
560,127,602,5
561,125,904,2
562,243,264,4
563,89,288,3
564,156,24,3
565,304,70,3
566,118,381,5
567,20,221,2
568,230,180,4
569,279,507,3
570,287,131,3
571,278,1496,2
572,300,32,4
573,71,698,3
574,89,258,2
575,307,54,3
576,58,741,3
577,93,743,4
578,129,641,4
579,25,1014,3
580,55,120,5
581,81,507,2
582,61,11,4
583,275,39,3
584,180,1014,1
585,151,300,3
586,177,844,4
587,216,596,4
588,78,302,4
589,137,483,4
590,307,80,5
591,74,283,2
592,268,197,4
593,306,93,3
594,221,780,3
595,120,739,3
596,268,21,1
597,12,863,4
598,229,741,5
599,268,506,4
600,238,1098,5
601,244,1027,5
602,55,545,3
603,294,960,5
604,270,1027,2
605,221,811,2
606,68,239,3
607,9,6,4
608,21,375,3
609,293,930,3
610,81,716,1
611,278,398,4
612,268,233,1
613,5,97,5
614,242,1038,4
615,297,180,4
616,281,324,1
617,77,322,1
618,117,199,5
619,282,1113,5
620,170,291,4
621,69,216,4
622,9,99,5
623,244,180,4
624,106,332,3
625,245,560,1
626,12,900,1
627,275,69,4
628,243,16,2
629,188,55,5
630,225,241,5
631,61,1015,4
632,275,416,4
633,213,477,4
634,305,234,4
635,221,25,3
636,279,630,5
637,59,429,5
638,55,70,4
639,41,273,5
640,0,201,5
641,12,808,4
642,172,288,4
643,14,748,1
644,184,22,4
645,279,539,3
646,243,380,4
647,149,292,4
648,6,496,4
649,177,316,4
650,177,741,3
651,94,1216,3
652,233,1461,3
653,96,221,5
654,108,126,2
655,116,267,5
656,268,704,2
657,129,1245,3
658,263,654,4
659,206,12,3
660,41,587,5
661,245,408,2
662,86,366,4
663,100,303,3
664,255,126,4
665,91,793,3
666,180,761,2
667,212,234,1
668,91,738,2
669,291,660,5
670,245,664,4
671,273,844,5
672,187,691,5
673,17,85,4
674,4,438,1
675,235,631,3
676,192,406,4
677,143,708,4
678,89,1197,5
679,47,608,4
680,4,224,2
681,21,127,5
682,310,431,4
683,7,21,5
684,275,187,4
685,221,172,5
686,71,865,4
687,298,133,4
688,0,170,5
689,307,294,3
690,164,215,4
691,221,48,3
692,180,120,4
693,199,10,5
694,233,625,4
695,243,706,4
696,89,24,5
697,207,215,5
698,262,95,4
699,133,322,4
700,278,585,4
701,1,291,4
702,287,592,2
703,48,301,4
704,285,152,5
705,204,303,3
706,21,79,4
707,233,317,4
708,222,327,3
709,14,24,3
710,267,146,4
711,93,1219,3
712,273,404,4
713,6,491,5
714,267,216,2
715,15,54,5
716,163,619,3
717,289,160,4
718,91,514,4
719,238,1069,5
720,55,448,5
721,247,233,4
722,233,9,3
723,279,1048,2
724,307,186,5
725,275,63,5
726,191,947,3
727,121,508,4
728,84,587,3
729,261,930,2
730,200,271,3
731,180,869,2
732,294,738,4
733,262,567,4
734,294,38,4
735,200,1099,4
736,92,819,3
737,158,1027,5
738,157,664,2
739,292,422,3
740,81,596,3
741,275,180,5
742,12,822,5
743,216,1,3
744,82,659,4
745,188,19,5
746,221,795,4
747,145,1021,5
748,266,120,3
749,125,293,3
750,180,1059,1
751,124,79,4
752,42,119,4
753,12,779,1
754,252,258,2
755,41,43,3
756,76,517,4
757,290,685,5
758,267,20,3
759,261,27,3
760,233,80,3
761,28,244,3
762,235,56,5
763,157,728,3
764,155,660,4
765,231,51,5
766,167,865,5
767,36,287,4
768,140,244,3
769,234,229,4
770,101,69,3
771,76,171,3
772,89,505,5
773,185,565,5
774,43,659,5
775,117,773,5
776,6,660,5
777,48,1002,2
778,61,67,1
779,41,1027,4
780,177,432,4
781,84,50,2
782,76,473,5
783,57,1098,2
784,55,1046,4
785,196,687,1
786,285,98,4
787,89,257,3
788,180,1287,1
789,294,189,4
790,223,68,4
791,271,316,4
792,220,1009,3
793,65,876,1
794,206,317,5
795,233,486,3
796,6,647,5
797,86,81,5
798,194,1051,1
799,43,448,5
800,305,286,4
801,193,171,3
802,93,61,3
803,166,658,4
804,107,99,4
805,229,303,5
806,180,926,1
807,53,301,4
808,89,21,4
809,180,695,2
810,285,356,4
811,13,268,4
812,310,178,2
813,91,120,5
814,20,439,1
815,243,549,1
816,180,404,4
817,64,805,4
818,36,539,2
819,43,442,5
820,243,182,4
821,0,264,4
822,269,24,5
823,298,386,2
824,93,571,3
825,285,745,4
826,238,271,5
827,215,54,5
828,253,120,3
829,61,664,2
830,177,384,4
831,193,22,4
832,267,954,3
833,187,142,5
834,275,293,4
835,157,1097,4
836,206,844,3
837,160,47,1
838,304,653,4
839,46,323,3
840,63,735,4
841,190,750,3
842,6,377,5
843,58,91,5
844,68,267,5
845,9,460,3
846,20,128,4
847,57,8,4
848,193,151,3
849,6,199,5
850,112,125,5
851,172,327,5
852,94,232,4
853,15,193,5
854,58,322,4
855,310,653,3
856,291,588,4
857,42,202,4
858,78,49,4
859,234,69,5
860,124,189,5
861,283,321,3
862,302,160,5
863,253,377,3
864,254,1033,1
865,103,300,2
866,89,922,5
867,5,462,4
868,278,121,1
869,285,297,4
870,221,447,3
871,296,56,5
872,41,624,3
873,129,1216,4
874,253,356,3
875,108,474,1
876,229,1443,2
877,243,309,3
878,5,300,2
879,35,747,4
880,255,442,3
881,101,514,1
882,103,284,4
883,20,446,5
884,110,300,4
885,17,407,5
886,24,221,4
887,109,943,3
888,269,97,5
889,67,236,5
890,82,214,4
891,5,257,2
892,88,215,5
893,127,316,4
894,304,511,4
895,183,411,2
896,285,174,5
897,278,1427,3
898,255,85,5
899,220,47,5
900,139,331,3
901,189,976,2
902,10,226,3
903,200,202,5
904,149,180,5
905,125,244,3
906,19,207,2
907,143,741,4
908,180,929,1
909,108,565,4
910,84,1064,3
911,212,132,3
912,221,378,1
913,222,10,3
914,214,420,4
915,217,207,3
916,173,936,5
917,274,185,3
918,67,741,1
919,267,582,4
920,159,461,4
921,194,272,4
922,223,177,4
923,4,109,1
924,98,1015,5
925,1,250,5
926,291,8,4
927,71,567,4
928,84,227,3
929,82,280,5
930,91,830,2
931,6,542,3
932,86,400,2
933,286,925,4
934,0,154,2
935,233,631,2
936,221,52,5
937,23,63,5
938,6,553,3
939,81,55,3
940,160,317,3
941,195,392,4
942,55,90,4
943,81,476,3
944,6,471,2
945,255,760,4
946,225,55,4
947,278,740,5
948,307,1285,3
949,15,7,5
950,179,201,3
951,202,92,4
952,144,55,5
953,287,304,4
954,83,741,3
955,43,643,3
956,16,12,3
957,312,116,4
958,147,0,4
959,196,346,4
960,20,163,5
961,278,981,3
962,238,490,5
963,184,286,5
964,296,88,4
965,302,67,4
966,185,249,1
967,72,205,3
968,103,755,2
969,93,215,3
970,238,193,5
971,196,510,5
972,279,0,4
973,0,116,3
974,223,582,1
975,302,396,1
976,59,161,4
977,197,257,4
978,238,512,5
979,5,68,3
980,232,374,4
981,84,641,4
982,109,37,3
983,183,521,3
984,98,872,1
985,12,417,2
986,200,517,4
987,12,857,1
988,213,130,3
989,295,227,4
990,221,86,3
991,278,724,4
992,216,181,2
993,84,432,3
994,238,233,3
995,12,71,4
996,193,76,3
997,207,662,5
998,108,177,3
999,229,171,4
1000,58,484,2
1001,312,477,3
1002,69,1132,3
1003,61,181,5
1004,197,233,3
1005,64,124,4
1006,173,659,5
1007,89,11,5
1008,129,1247,3
1009,99,353,2
1010,282,431,5
1011,274,417,3
1012,310,97,5
1013,194,750,4
1014,129,104,4
1015,268,251,1
1016,285,72,5
1017,6,622,3
1018,55,221,5
1019,209,203,5
1020,238,8,5
1021,95,86,4
1022,296,72,2
1023,248,238,3
1024,93,859,2
1025,83,120,4
1026,274,264,4
1027,134,1045,3
1028,290,1177,4
1029,124,381,1
1030,69,398,4
1031,310,8,4
1032,300,522,4
1033,151,684,5
1034,243,171,4
1035,274,1090,2
1036,52,280,4
1037,197,117,2
1038,243,789,4
1039,25,124,4
1040,150,12,3
1041,123,495,1
1042,23,190,5
1043,270,64,3
1044,306,633,3
1045,293,1244,3
1046,233,240,2
1047,24,500,3
1048,292,136,3
1049,200,431,3
1050,74,239,1
1051,12,180,5
1052,206,67,2
1053,1,49,5
1054,312,565,4
1055,143,124,4
1056,187,442,4
1057,275,323,4
1058,144,973,1
1059,71,233,4
1060,82,384,4
1061,180,618,3
1062,108,401,4
1063,206,106,3
1064,184,215,4
1065,13,212,5
1066,148,318,2
1067,56,78,5
1068,229,962,5
1069,175,874,4
1070,252,96,4
1071,283,268,4
1072,105,525,4
1073,120,179,3
1074,61,85,2
1075,290,417,4
1076,83,1032,4
1077,292,379,2
1078,206,57,3
1079,193,186,4
1080,108,96,3
1081,282,844,4
1082,296,274,5
1083,180,333,1
1084,77,254,4
1085,10,424,4
1086,307,58,4
1087,192,1077,4
1088,296,233,3
1089,86,584,4
1090,249,203,2
1091,7,49,5
1092,185,147,4
1093,311,691,4
1094,90,682,3
1095,4,453,1
1096,290,375,3
1097,174,126,5
1098,144,736,2
1099,6,643,5
1100,275,418,5
1101,82,209,5
1102,101,523,3
1103,152,173,1
1104,61,301,3
1105,48,994,3
1106,267,297,3
1107,206,553,2
1108,312,615,5
1109,285,43,3
1110,278,167,5
1111,275,473,5
1112,61,58,4
1113,253,218,1
1114,82,96,4
1115,62,99,5
1116,15,177,5
1117,296,232,2
1118,89,944,5
1119,84,24,2
1120,41,97,4
1121,302,392,4
1122,273,49,5
1123,103,298,3
1124,93,791,4
1125,183,97,4
1126,292,707,3
1127,247,588,4
1128,17,949,3
1129,216,26,1
1130,199,891,4
1131,200,147,1
1132,295,221,5
1133,6,661,3
1134,195,380,4
1135,68,426,3
1136,71,195,4
1137,255,471,4
1138,127,181,4
1139,150,746,3
1140,6,170,3
1141,285,84,5
1142,171,219,4
1143,307,515,4
1144,189,973,2
1145,81,755,1
1146,307,435,4
1147,58,234,1
1148,63,1062,3
1149,144,755,2
1150,219,297,4
1151,20,323,4
1152,284,268,4
1153,206,64,3
1154,197,657,3
1155,219,332,3
1156,209,69,4
1157,180,13,1
1158,157,127,2
1159,142,681,3
1160,74,236,2
1161,198,220,4
1162,222,1149,2
1163,296,24,4
1164,275,77,4
1165,298,846,4
1166,292,324,2
1167,300,137,2
1168,0,46,4
1169,163,280,4
1170,95,672,4
1171,290,1015,4
1172,6,450,5
1173,232,176,4
1174,5,516,4
1175,201,282,3
1176,213,116,4
1177,183,601,4
1178,276,256,3
1179,193,211,1
1180,94,67,4
1181,24,256,4
1182,5,22,4
1183,37,572,1
1184,312,435,4
1185,21,240,3
1186,261,616,3
1187,129,568,3
1188,65,180,5
1189,20,947,1
1190,180,1331,1
1191,261,173,3
1192,205,301,5
1193,221,21,5
1194,75,60,4
1195,150,702,4
1196,313,27,5
1197,12,146,3
1198,43,257,4
1199,302,417,4
1200,15,88,2
1201,269,557,5
1202,247,116,5
1203,124,317,5
1204,137,522,5
1205,267,385,2
1206,290,14,5
1207,233,146,3
1208,238,95,5
1209,14,330,3
1210,93,154,2
1211,135,88,4
1212,222,422,3
1213,81,193,4
1214,144,354,3
1215,279,844,3
1216,178,338,1
1217,177,198,4
1218,306,948,4
1219,9,487,5
1220,115,330,3
1221,22,257,5
1222,307,173,4
1223,184,113,4
1224,187,236,3
1225,117,653,5
1226,245,720,4
1227,233,97,4
1228,193,238,3
1229,93,23,4
1230,121,377,4
1231,311,99,4
1232,261,63,5
1233,153,241,3
1234,222,762,3
1235,98,402,4
1236,82,42,4
1237,129,306,4
1238,173,401,5
1239,255,486,5
1240,58,176,4
1241,160,167,1
1242,243,52,3
1243,249,195,4
1244,42,39,3
1245,284,149,5
1246,41,952,2
1247,96,669,5
1248,121,509,4
1249,60,322,3
1250,221,105,2
1251,3,263,3
1252,303,258,1
1253,36,402,5
1254,48,67,1
1255,302,1097,4
1256,164,371,5
1257,175,323,5
1258,2,334,1
1259,55,868,3
1260,43,14,4
1261,189,116,4
1262,28,188,4
1263,93,173,4
1264,129,948,3
1265,116,180,5
1266,302,778,1
1267,18,434,5
1268,193,190,4
1269,157,23,4
1270,55,446,4
1271,261,222,3
1272,180,1333,1
1273,213,136,4
1274,91,746,4
1275,187,95,5
1276,57,172,5
1277,243,153,5
1278,133,878,4
1279,297,624,4
1280,253,229,4
1281,229,137,3
1282,15,208,5
1283,150,834,5
1284,180,1326,1
1285,144,1247,3
1286,199,587,5
1287,247,256,3
1288,296,431,4
1289,311,132,5
1290,150,11,5
1291,109,567,3
1292,304,482,5
1293,140,257,5
1294,43,239,4
1295,185,262,3
1296,213,212,4
1297,232,207,4
1298,103,286,2
1299,311,152,2
1300,0,221,4
1301,205,322,1
1302,229,418,4
1303,55,449,3
1304,93,650,5
1305,204,315,4
1306,13,173,5
1307,267,789,2
1308,275,1080,3
1309,82,928,3
1310,267,579,3
1311,221,1040,3
1312,278,88,4
1313,4,423,1
1314,111,330,4
1315,295,428,5
1316,17,201,3
1317,12,867,5
1318,86,209,5
1319,9,284,5
1320,180,327,3
1321,22,462,4
1322,252,745,3
1323,233,227,3
1324,298,1046,2
1325,65,0,3
1326,215,173,5
1327,289,207,3
1328,78,1160,2
1329,263,447,2
1330,3,302,5
1331,143,830,3
1332,137,516,4
1333,63,432,2
1334,4,0,4
1335,275,356,5
1336,61,432,5
1337,238,474,5
1338,292,165,3
1339,129,233,5
1340,263,69,4
1341,207,196,5
1342,23,762,5
1343,278,1161,3
1344,2,244,1
1345,100,595,3
1346,161,1018,4
1347,222,907,1
1348,98,245,3
1349,238,429,3
1350,159,159,5
1351,171,579,4
1352,302,1159,2
1353,53,675,5
1354,43,506,3
1355,209,96,5
1356,163,929,4
1357,298,239,2
1358,27,216,3
1359,304,78,3
1360,17,728,3
1361,81,342,1
1362,108,1011,4
1363,206,24,4
1364,91,1208,1
1365,108,0,4
1366,14,221,3
1367,57,708,5
1368,302,692,4
1369,151,110,5
1370,193,159,2
1371,91,240,3
1372,76,90,3
1373,243,661,3
1374,176,320,2
1375,130,220,3
1376,196,301,3
1377,226,49,4
1378,84,281,3
1379,294,71,4
1380,180,0,3
1381,276,254,4
1382,278,95,4
1383,0,252,5
1384,17,181,4
1385,275,567,4
1386,86,176,5
1387,176,68,1
1388,212,12,4
1389,124,133,5
1390,127,738,4
1391,290,427,5
1392,24,207,4
1393,287,271,5
1394,206,1349,2
1395,270,55,3
1396,4,362,3
1397,273,747,5
1398,69,418,5
1399,310,558,2
1400,150,918,5
1401,198,267,5
1402,200,208,3
1403,98,273,1
1404,10,739,4
1405,58,76,4
1406,183,276,3
1407,221,87,4
1408,37,160,5
1409,58,417,2
1410,103,299,3
1411,297,1345,3
1412,179,1118,3
1413,6,673,2
1414,120,13,5
1415,267,1040,1
1416,251,276,4
1417,302,410,4
1418,209,526,5
1419,233,647,3
1420,311,572,5
1421,307,214,3
1422,233,1396,4
1423,74,545,3
1424,116,14,5
1425,245,238,3
1426,63,515,5
1427,84,186,5
1428,238,80,3
1429,58,53,4
1430,255,219,3
1431,215,195,5
1432,202,281,1
1433,12,194,3
1434,143,152,5
1435,99,267,3
1436,209,273,5
1437,93,470,4
1438,12,806,1
1439,124,656,3
1440,64,1141,4
1441,0,112,5
1442,75,174,4
1443,293,507,4
1444,262,1450,4
1445,293,929,3
1446,120,116,1
1447,84,12,3
1448,302,425,3
1449,211,179,1
1450,5,491,5
1451,180,239,1
1452,278,745,5
1453,302,1108,4
1454,183,190,4
1455,309,115,5
1456,312,21,3
1457,313,1149,4
1458,12,120,5
1459,42,4,4
1460,57,213,2
1461,214,163,3
1462,61,287,2
1463,279,126,5
1464,160,897,3
1465,10,722,5
1466,93,217,3
1467,34,242,2
1468,310,565,4
1469,47,679,3
1470,84,603,4
1471,287,526,3
1472,183,513,5
1473,150,928,3
1474,89,689,4
1475,10,37,3
1476,103,1015,1
1477,105,581,4
1478,180,1009,1
1479,36,116,4
1480,275,844,4
1481,21,257,5
1482,69,81,4
1483,4,97,3
1484,307,94,4
1485,59,207,5
1486,269,777,5
1487,242,207,4
1488,91,539,2
1489,80,279,4
1490,292,411,1
1491,199,477,5
1492,12,307,3
1493,55,183,4
1494,115,249,4
1495,294,171,4
1496,62,1006,5
1497,294,234,4
1498,103,1009,1
1499,155,640,5
1500,268,1164,1
1501,159,429,5
1502,236,190,4
1503,286,251,1
1504,289,131,3
1505,44,108,5
1506,223,677,3
1507,144,763,2
1508,276,1010,3
1509,64,99,3
1510,271,1100,5
1511,115,254,3
1512,183,85,5
1513,284,150,5
1514,221,147,2
1515,71,27,4
1516,270,186,5
1517,93,210,5
1518,245,424,5
1519,114,7,5
1520,175,326,3
1521,12,395,3
1522,128,330,2
1523,256,1259,2
1524,94,0,5
1525,146,903,5
1526,150,57,4
1527,183,659,3
1528,310,385,3
1529,104,267,4
1530,157,509,3
1531,33,311,4
1532,71,426,5
1533,262,415,5
1534,93,1047,4
1535,199,290,3
1536,44,117,4
1537,278,143,4
1538,144,21,5
1539,70,88,5
1540,181,68,5
1541,192,626,4
1542,213,301,4
1543,150,484,5
1544,101,321,3
1545,233,570,2
1546,248,929,2
1547,194,327,4
1548,108,257,5
1549,221,551,2
1550,281,287,4
1551,116,757,2
1552,22,380,4
1553,111,326,1
1554,302,144,1
1555,251,299,4
1556,150,371,5
1557,281,326,5
1558,303,236,5
1559,289,567,3
1560,63,159,4
1561,27,78,4
1562,167,1277,3
1563,264,470,4
1564,17,112,5
1565,82,81,5
1566,89,498,5
1567,233,1185,4
1568,86,195,5
1569,25,684,3
1570,149,128,4
1571,160,97,4
1572,69,209,4
1573,50,181,3
1574,221,1056,4
1575,91,175,5
1576,203,215,4
1577,163,684,5
1578,56,681,3
1579,183,206,4
1580,59,402,3
1581,91,179,5
1582,42,203,4
1583,221,1041,4
1584,196,299,4
1585,91,789,3
1586,293,281,3
1587,200,746,2
1588,200,214,2
1589,192,409,3
1590,270,704,4
1591,213,692,3
1592,72,656,5
1593,89,186,4
1594,314,272,3
1595,47,308,3
1596,254,471,1
1597,269,670,4
1598,65,6,3
1599,5,477,4
1600,100,221,3
1601,206,1045,4
1602,143,181,3
1603,84,82,4
1604,101,624,3
1605,157,769,5
1606,296,587,4
1607,89,506,5
1608,270,481,5
1609,129,900,1
1610,177,275,3
1611,89,244,3
1612,180,1093,1
1613,310,142,3
1614,266,16,4
1615,200,50,2
1616,193,646,4
1617,58,386,3
1618,0,226,4
1619,115,750,3
1620,169,291,5
1621,109,577,3
1622,59,1020,5
1623,286,346,4
1624,196,54,3
1625,37,678,5
1626,194,1013,4
1627,278,226,4
1628,83,747,4
1629,30,885,2
1630,315,97,5
1631,24,24,5
1632,167,273,4
1633,102,23,4
1634,298,587,4
1635,193,477,3
1636,286,293,5
1637,233,581,4
1638,278,1047,1
1639,86,8,4
1640,180,407,1
1641,278,1150,2
1642,48,46,5
1643,295,854,5
1644,43,94,4
1645,91,215,3
1646,134,38,3
1647,12,65,3
1648,261,385,3
